Object Name,Position X,Position Y,Position Z,Rotation X,Rotation Y,Rotation Z,Timestamp
Cursor,0.3696118,1.070276,-9.7,0,0,0,2024-05-03 12:20:30.928
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:20:31.929
Main Camera,0,1,-10,0,0,0,2024-05-03 12:20:31.929
Directional Light,0,3,0,50,330,0,2024-05-03 12:20:31.929
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:20:31.929
Sphere,0.3696118,1.070276,-9.7,0,0,0,2024-05-03 12:20:31.929
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:20:31.929
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:20:31.929
Cursor,0.3696118,1.070276,-9.7,0,0,0,2024-05-03 12:20:31.929
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:20:32.930
Main Camera,0,1,-10,0,0,0,2024-05-03 12:20:32.931
Directional Light,0,3,0,50,330,0,2024-05-03 12:20:32.931
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:20:32.931
Sphere,0.3696118,1.070276,-9.7,0,0,0,2024-05-03 12:20:32.931
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:20:32.931
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:20:32.931
Cursor,0.3696118,1.070276,-9.7,0,0,0,2024-05-03 12:20:32.931
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:20:33.933
Main Camera,0,1,-10,0,0,0,2024-05-03 12:20:33.933
Directional Light,0,3,0,50,330,0,2024-05-03 12:20:33.933
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:20:33.933
Sphere,0.3696118,1.070276,-9.7,0,0,0,2024-05-03 12:20:33.933
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:20:33.933
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:20:33.933
Cursor,0.3696118,1.070276,-9.7,0,0,0,2024-05-03 12:20:33.933
[Debug Updater],0,0,0,0,0,0,2024-05-03 12:20:34.938
Main Camera,0,1,-10,0,0,0,2024-05-03 12:20:34.938
Directional Light,0,3,0,50,330,0,2024-05-03 12:20:34.938
Global Volume,0.127,0,0,0,0,0,2024-05-03 12:20:34.938
Sphere,0.3696118,1.070276,-9.7,0,0,0,2024-05-03 12:20:34.938
Cube,6.57,0.18,-2.86,0,0,0,2024-05-03 12:20:34.938
Plane,4.478086,-0.1508079,-4.372488,0,0,0,2024-05-03 12:20:34.938
Cursor,0.3696118,1.070276,-9.7,0,0,0,2024-05-03 12:20:34.938
